full_text,image_url,translated_text,sentiment,ocr_text,combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
Sinyal tetap stabil meski di dalam basement keren sih,,The signal remains stable even in a cool basement,2,,Sinyal tetap stabil meski di dalam basement keren sih ,2,0,0,0,0,0,0,0,0,0,0,0
Sering gagal buka website karena internet lambat!,,Often fail to open websites because the internet is slow!,1,,Sering gagal buka website karena internet lambat! ,1,0,0,0,0,0,0,0,0,0,0,0
Main game di luar kota sinyal tetap full bar Mantap,,Playing games outside the city the signal remains full bar great,2,,Main game di luar kota sinyal tetap full bar Mantap ,2,0,0,0,0,0,0,0,0,0,0,0
Antenna iPhone 16 lebih kuat koneksi makin stabil,,Antenna iPhone 16 is stronger the more stable connection,2,,Antenna iPhone 16 lebih kuat koneksi makin stabil ,2,0,0,0,0,0,0,0,0,0,0,0
"Sinyal suka ilang pas di dalam rumah, padahal HP lain lancar!",,"The signal likes to be fitting in the house, even though other cellphones are smooth!",2,,"Sinyal suka ilang pas di dalam rumah, padahal HP lain lancar! ",1,0,0,0,0,0,0,0,0,0,0,0
WiFi tetap kuat meskipun jauh dari router.,,Wifi remains strong even though it is far from the router.,2,,WiFi tetap kuat meskipun jauh dari router. ,2,0,0,0,0,0,0,0,0,0,0,0
"Streaming video di sosial media lebih lancar, nggak ada buffering.",,"Streaming videos on social media is smoother, there is no buffering.",1,,"Streaming video di sosial media lebih lancar, nggak ada buffering. ",2,0,0,0,0,0,0,0,0,0,0,0
Sinyal tetap kuat walau di dalam mobil yang kacanya antiUV,,The signal remains strong even in the car whose glass is anti UV,2,,Sinyal tetap kuat walau di dalam mobil yang kacanya antiUV ,2,0,0,0,0,0,0,0,0,0,0,0
iPhone 16 Pro Max bisa nangkep sinyal lebih baik dibanding HP lain GG,,iPhone 16 Pro Max can catch a better signal than other cellphones,2,,iPhone 16 Pro Max bisa nangkep sinyal lebih baik dibanding HP lain GG ,0,0,0,0,0,0,0,0,0,0,0,0
5G Ultra Wideband bikin internetan lebih cepat dibanding WiFi.,,5G Ultra Wideband makes internet faster than wifi.,0,,5G Ultra Wideband bikin internetan lebih cepat dibanding WiFi. ,2,0,0,0,0,0,0,0,0,0,0,0
Sinyal hilanghilangan susah buat komunikasi,,"The signal is lost, it is difficult to communicate",1,,Sinyal hilanghilangan susah buat komunikasi ,1,0,0,0,0,0,0,0,0,0,0,0
Streaming musik berkualitas tinggi tanpa buffering mantap,,Streaming high quality music without steady buffering,0,,Streaming musik berkualitas tinggi tanpa buffering mantap ,2,0,0,0,0,0,0,0,0,0,0,0
Masa iya harus reset network settings tiap kali sinyal hilang?,,Do you have to reset the network settings every time the signal is gone?,0,,Masa iya harus reset network settings tiap kali sinyal hilang? ,1,0,0,0,0,0,0,0,0,0,0,0
WiFi suka drop di iPhone 16 setelah update iOS!,,Wifi likes to drop on iPhone 16 after iOS update!,2,,WiFi suka drop di iPhone 16 setelah update iOS! ,1,0,0,0,0,0,0,0,0,0,0,0
Sinyal kuat dimanamana nggak perlu khawatir hilang koneksi,,Strong signal wherever no need to worry about loss of connection,1,,Sinyal kuat dimanamana nggak perlu khawatir hilang koneksi ,2,0,0,0,0,0,0,0,0,0,0,0
Streaming film suka buffering nggak nyaman ditonton,,Streaming movies like buffering is not comfortable to watch,1,,Streaming film suka buffering nggak nyaman ditonton ,1,0,0,0,0,0,0,0,0,0,0,0
Video call tetap stabil meskipun di area sinyal lemah.,,Video call remains stable even in a weak signal area.,1,,Video call tetap stabil meskipun di area sinyal lemah. ,2,0,0,0,0,0,0,0,0,0,0,0
Suka banget sama roaming internasional di iPhone 16 gampang banget,,I really like international roaming on iPhone 16 very easy,2,,Suka banget sama roaming internasional di iPhone 16 gampang banget ,2,0,0,0,0,0,0,0,0,0,0,0
Pakai VPN bikin internet makin lambat di iPhone 16!,,Use VPN makes the internet slower on iPhone 16!,0,,Pakai VPN bikin internet makin lambat di iPhone 16! ,1,0,0,0,0,0,0,0,0,0,0,0
GPS suka ngaco saat di dalam mobil.,,GPS likes to go on when in the car.,2,,GPS suka ngaco saat di dalam mobil. ,1,0,0,0,0,0,0,0,0,0,0,0
Internet makin stabil buat live streaming tanpa delay,,Internet makin stabil buat live streaming tanpa delay,1,,Internet makin stabil buat live streaming tanpa delay ,2,0,0,0,0,0,0,0,0,0,0,0
WiFi sering mati sendiri harus restart HP terus,,Wifi often dies alone must restart the cellphone,1,,WiFi sering mati sendiri harus restart HP terus ,0,0,0,0,0,0,0,0,0,0,0,0
Main game online lancar jaya nggak ada lag sama sekali,,Playing online games smoothly there is no lag at all,1,,Main game online lancar jaya nggak ada lag sama sekali ,2,0,0,0,0,0,0,0,0,0,0,0
Download aplikasi besar dalam sekejap nggak perlu nunggu lama,,Download a large application in an instant no need to wait long,1,,Download aplikasi besar dalam sekejap nggak perlu nunggu lama ,0,0,0,0,0,0,0,0,0,0,0,0
Internet cepat dan stabil browsing jadi lebih menyenangkan,,Fast internet and stable browsing to be more fun,2,,Internet cepat dan stabil browsing jadi lebih menyenangkan ,2,0,0,0,0,0,0,0,0,0,0,0
Sinyal 5G bikin pengalaman internetan naik level,,5G signal makes internet experience level up level,0,,Sinyal 5G bikin pengalaman internetan naik level ,2,0,0,0,0,0,0,0,0,0,0,0
Sering gagal download update iOS karena jaringan nggak stabil!,,Often failed to download iOS updates because the network is unstable!,1,,Sering gagal download update iOS karena jaringan nggak stabil! ,1,0,0,0,0,0,0,0,0,0,0,0
WiFi 6E di iPhone 16 bikin download aplikasi cuma butuh hitungan detik,,WiFi 6e on iPhone 16 Makes an application download only takes a matter of seconds,0,,WiFi 6E di iPhone 16 bikin download aplikasi cuma butuh hitungan detik ,2,0,0,0,0,0,0,0,0,0,0,0
iPhone 16 Pro dengan kecepatan 5G lebih tinggi karena modem baru #iPhone16Pro $APPL Via @EvanKirstel,,iPhone 16 Pro with a speed of 5G higher because the new modem #iPhone16pro $ appl via @evankirstel,0,,iPhone 16 Pro dengan kecepatan 5G lebih tinggi karena modem baru #iPhone16Pro $APPL Via @EvanKirstel ,2,0,0,0,0,0,0,0,0,0,0,0
WiFi suka nggak terdeteksi setelah HP restart!,,Wifi likes not detected after the cellphone restarts!,2,,WiFi suka nggak terdeteksi setelah HP restart! ,1,0,0,0,0,0,0,0,0,0,0,0
Bluetooth sering delay saat dengerin musik!,,Bluetooth often delay when listening to music!,1,,Bluetooth sering delay saat dengerin musik! ,1,0,0,0,0,0,0,0,2,0,0,0
"Dengan teknologi 5G, browsing internet terasa instan.",,"With 5G technology, internet browsing feels instant.",0,,"Dengan teknologi 5G, browsing internet terasa instan. ",2,0,0,0,0,0,0,0,0,0,0,0
Di daerahku 5G cuma jadi pajangan nggak bisa dipakai,,In my area 5G just so a display can't be used,0,,Di daerahku 5G cuma jadi pajangan nggak bisa dipakai ,0,0,0,0,0,0,0,0,0,0,0,0
Kecepatan internet turun drastis pas jam sibuk.,,Internet speed drops drastically during rush hour.,0,,Kecepatan internet turun drastis pas jam sibuk. ,1,0,0,0,0,0,0,0,0,0,0,0
Panggilan telepon nggak pernah putus tiba-tiba.,,The phone call never broke up suddenly.,2,,Panggilan telepon nggak pernah putus tiba-tiba. ,1,0,0,0,0,0,0,0,0,0,0,0
Dengan eSIM gontaganti provider jadi super gampang Digital banget,,With Esim Gontaganti Provider so super easy digital,2,,Dengan eSIM gontaganti provider jadi super gampang Digital banget ,2,0,0,0,0,0,0,0,0,0,0,0
Pakai VPN iPhone 16 browsing tetap kenceng,,Using vpn iPhone 16 browsing still fast,0,,Pakai VPN iPhone 16 browsing tetap kenceng ,2,0,0,0,0,0,0,0,0,0,0,0
Tiba-tiba nggak bisa browsing padahal kuota masih banyak!,,Suddenly I can't browse even though there are still many quota!,0,,Tiba-tiba nggak bisa browsing padahal kuota masih banyak! ,0,0,0,0,0,0,0,0,0,0,0,0
@UTDTrey @CFC_Janty Lol Abad ke-21 dengan safari jaringan iPhone 16 5G Anda terpasang dan media sosial penuh,,@Utdtrey @cfc_janty lol 21st century with your iPhone 16 5G network safari and full social media,2,,@UTDTrey @CFC_Janty Lol Abad ke-21 dengan safari jaringan iPhone 16 5G Anda terpasang dan media sosial penuh ,0,0,0,0,0,0,0,0,0,0,0,0
Buka aplikasi butuh waktu lama karena jaringan lambat!,,Open the application takes a long time because the network is slow!,0,,Buka aplikasi butuh waktu lama karena jaringan lambat! ,0,0,0,0,0,0,0,0,0,0,0,0
"Jadi Apple memang mengalami kemunduran tahun ini dengan penjualan iPhone 16. Alasan besarnya adalah bintang acara tersebut tidak hadir. Intelijen Apple. Tahun peningkatan AI cukup signifikan untuk memengaruhi penjualan iPhone 16, namun tahun peningkatan AI sekitar setengah dari tahun peningkatan 5G",,"So Apple has experienced a setback this year with iPhone 16 sales. The big reason is that the star of the event was not present.Apple intelligence.Year of AI Increases is significant to affect iPhone 16 sales, but the year of AI increases around half of the 5G increase year",2,,"Jadi Apple memang mengalami kemunduran tahun ini dengan penjualan iPhone 16. Alasan besarnya adalah bintang acara tersebut tidak hadir. Intelijen Apple. Tahun peningkatan AI cukup signifikan untuk memengaruhi penjualan iPhone 16, namun tahun peningkatan AI sekitar setengah dari tahun peningkatan 5G ",0,0,0,0,0,0,0,0,0,0,0,0
Baterai lebih awet karena jaringan lebih efisien.,,The battery is more durable because the network is more efficient.,2,,Baterai lebih awet karena jaringan lebih efisien. ,0,0,0,0,0,0,0,0,0,0,2,0
WiFi Calling bikin nelpon tetap lancar meski sinyal jelek,,Wifi calling keeps the phone smooth even though the signal is bad,1,,WiFi Calling bikin nelpon tetap lancar meski sinyal jelek ,2,0,0,0,0,0,0,0,0,0,0,0
Susah dapet sinyal di transportasi umum.,,It's hard to get a signal in public transportation.,1,,Susah dapet sinyal di transportasi umum. ,1,0,0,0,0,0,0,0,0,0,0,0
Jaringan stabil banget bahkan saat hujan badai mantap,,The network is very stable even when it rains the storm,2,,Jaringan stabil banget bahkan saat hujan badai mantap ,2,0,0,0,0,0,0,0,0,0,0,0
Video call jernih banget kayak ngobrol langsung,,Video call is very clear like chatting directly,2,,Video call jernih banget kayak ngobrol langsung ,2,0,0,0,0,0,0,0,0,0,0,0
Dulu sering reconnect ke WiFi sekarang lebih stabil Mantap,,Used to often reconnect to wifi now more stable,2,,Dulu sering reconnect ke WiFi sekarang lebih stabil Mantap ,2,0,0,0,0,0,0,0,0,0,0,0
Handoff antar perangkat Apple bikin koneksi seamless banget,,Handoffs between Apple devices make a very seamless connection,0,,Handoff antar perangkat Apple bikin koneksi seamless banget ,2,0,0,0,0,0,0,0,0,0,0,0
Internet lemot bikin stress,,Slow internet to make stress,1,,Internet lemot bikin stress ,1,0,0,0,0,0,0,0,0,0,0,0
Jaringan Bluetooth dan WiFi makin cepat pairing dan stabil,,Bluetooth and wifi networks are getting faster and stable,2,,Jaringan Bluetooth dan WiFi makin cepat pairing dan stabil ,2,0,0,0,0,0,0,0,2,0,0,0
Kenapa tiba-tiba nggak ada sinyal padahal lagi di kota besar?,,Why suddenly there is no signal even though in a big city?,1,,Kenapa tiba-tiba nggak ada sinyal padahal lagi di kota besar? ,2,0,0,0,0,0,0,0,0,0,0,0
Jaringan WiFi otomatis mencari sinyal terbaik.,,WiFi network automatically looks for the best signal.,2,,Jaringan WiFi otomatis mencari sinyal terbaik. ,2,0,0,0,0,0,0,0,2,0,0,0
Baru upgrade ke paket 5G iPhone 16 menang banyak soal kecepatan,,Just upgraded to the 5G iPhone 16 package won a lot about speed,2,,Baru upgrade ke paket 5G iPhone 16 menang banyak soal kecepatan ,2,0,0,0,0,0,0,0,0,0,0,0
Iphone 16 kini menjadi sangat ringan sehingga tidak perlu lagi menyimpan bom Israel,,IPhone 16 has now become very light so there is no need to store Israeli bombs,1,,Iphone 16 kini menjadi sangat ringan sehingga tidak perlu lagi menyimpan bom Israel ,0,2,0,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 vulgar, desainnya terlalu mencolok dan gak berkelas. Apple kehilangan elegansi desainnya.",,"The body of the iPhone 16 vulgar, the design is too flashy and not classy.Apple lost its design elegance.",2,,"Bodi iPhone 16 vulgar, desainnya terlalu mencolok dan gak berkelas. Apple kehilangan elegansi desainnya. ",0,1,0,0,0,0,0,0,0,0,0,0
"Desain bodi iPhone 16 mubazir, inovasi desainnya gak berguna dan malah bikin desainnya jadi aneh.",,"The design of the iPhone 16 is redundant, the design innovation is not useful and instead makes the design so weird.",1,,"Desain bodi iPhone 16 mubazir, inovasi desainnya gak berguna dan malah bikin desainnya jadi aneh. ",0,1,0,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 hancur, desainnya udah gak karuan dan jauh dari ekspektasi. Desainer Apple ganti orang ya?",,"The body of the iPhone 16 is destroyed, the design is already abysmally and far from expectations.Apple designers change people?",1,,"Bodi iPhone 16 hancur, desainnya udah gak karuan dan jauh dari ekspektasi. Desainer Apple ganti orang ya? ",0,1,0,0,0,0,0,0,0,0,0,0
"Desain bodi iPhone 16 jeblok, desainnya terjun bebas kualitasnya. Apple desainnya makin lama makin jelek.",,"The design of the iPhone 16 is dropped, the design is free of quality.Apple The design is getting worse.",2,,"Desain bodi iPhone 16 jeblok, desainnya terjun bebas kualitasnya. Apple desainnya makin lama makin jelek. ",0,1,0,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 durable dan awet, investasi jangka panjang yang cerdas.",,"Body of iPhone 16 Durable and durable, smart long -term investment.",2,,"Bodi iPhone 16 durable dan awet, investasi jangka panjang yang cerdas. ",0,2,0,0,0,0,0,0,0,0,0,0
"Desain bodi iPhone 16 dongkolin, desainnya bikin kesel dan kecewa. Apple bikin desain makin aneh.",,"The design of the iPhone 16 is annoyed, the design makes it upset and disappointed.Apple makes the design more strange.",1,,"Desain bodi iPhone 16 dongkolin, desainnya bikin kesel dan kecewa. Apple bikin desain makin aneh. ",0,1,0,0,0,0,0,0,0,0,0,0
"iPhone 16 ini desain bodinya amazing, benar-benar game changer di dunia desain HP.",,"This iPhone 16 is Amazing's body design, really a game changer in the world of HP design.",0,,"iPhone 16 ini desain bodinya amazing, benar-benar game changer di dunia desain HP. ",0,0,0,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 ini next level design, desainnya udah naik kelas dan gak ada yang bisa menandingi.",,"This iPhone 16 body is next level design, the design has gone up in class and no one can match.",1,,"Bodi iPhone 16 ini next level design, desainnya udah naik kelas dan gak ada yang bisa menandingi. ",0,2,0,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 keropos, kayak gampang rusak dan gak tahan lama. Durabilitasnya dipertanyakan.",,"The body of the iPhone 16 is porous, like easily damaged and not durable.The durability is questionable.",1,,"Bodi iPhone 16 keropos, kayak gampang rusak dan gak tahan lama. Durabilitasnya dipertanyakan. ",0,1,0,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 ini shoddy, kualitas materialnya kayak HP murahan dan gak sesuai sama image brand iPhone yang mewah.",,"This iPhone 16 body is shoddy, the quality of the material is like a cheap cellphone and does not match the image of a luxurious iPhone brand.",2,,"Bodi iPhone 16 ini shoddy, kualitas materialnya kayak HP murahan dan gak sesuai sama image brand iPhone yang mewah. ",0,1,0,0,0,0,0,0,0,0,0,0
"Finishing touch bodi iPhone 16 ini perfect, detailnya diperhatiin banget. Bikin makin mewah.",,"Finishing Touch Bodi iPhone 16 is perfect, the details are very concerned.Make it more luxurious.",2,,"Finishing touch bodi iPhone 16 ini perfect, detailnya diperhatiin banget. Bikin makin mewah. ",0,2,0,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 splendid dan gemilang, desain yang memancarkan kemewahan.",,"The body of the iPhone 16 splendid and brilliantly, a design that emits luxury.",2,,"Bodi iPhone 16 splendid dan gemilang, desain yang memancarkan kemewahan. ",0,2,0,0,0,0,0,0,0,0,0,0
"Desain bodi iPhone 16 ini too generic, gak ada identitas dan ciri khas iPhone lagi. Jadi mirip HP lain.",,"This iPhone 16 body design is too generic, there is no iphone's identity and characteristic.So it's like another cellphone.",2,,"Desain bodi iPhone 16 ini too generic, gak ada identitas dan ciri khas iPhone lagi. Jadi mirip HP lain. ",0,1,0,0,0,0,0,0,0,0,0,0
"Desain bodi iPhone 16 ini masterfully crafted, dibuat dengan keahlian dan ketelitian tingkat tinggi.",,"This iPhone 16 body design is masterfully crafted, made with high -level expertise and accuracy.",0,,"Desain bodi iPhone 16 ini masterfully crafted, dibuat dengan keahlian dan ketelitian tingkat tinggi. ",0,2,0,0,0,0,0,0,0,0,0,0
"Desain bodi iPhone 16 ini over-the-top, desainnya terlalu over dan malah jadi gak menarik sama sekali. Desainnya lebay.",,"The design of the iPhone 16 body is over-the-top, the design is too over and instead it doesn't get attractive at all.The design is too much.",1,,"Desain bodi iPhone 16 ini over-the-top, desainnya terlalu over dan malah jadi gak menarik sama sekali. Desainnya lebay. ",0,2,0,0,0,0,0,0,0,0,0,0
Apple berhasil bikin desain bodi iPhone 16 yang stylish dan fungsional sekaligus.,,Apple managed to make a stylish and functional iPhone 16 body design at the same time.,0,,Apple berhasil bikin desain bodi iPhone 16 yang stylish dan fungsional sekaligus. ,0,2,0,0,0,0,0,0,0,0,0,0
"Desain bodi iPhone 16 elegan tapi ngebosenin, desainnya terlalu safe dan gak ada inovasi baru.",,"The design of the iPhone 16 is elegant but boring, the design is too safe and there is no new innovation.",2,,"Desain bodi iPhone 16 elegan tapi ngebosenin, desainnya terlalu safe dan gak ada inovasi baru. ",0,1,0,0,0,0,0,0,0,0,0,0
"Di iPhone 16, akan lebih baik jika tombol ambil memiliki kunci sidik jari bawaan. Lapisan kristal safir berpadu sempurna dengan membuka kunci ponsel dengan jari",,"On the iPhone 16, it would be better if the take button has a default fingerprint lock.The sapphire crystal layer combined perfectly by unlocking the cellphone with fingers",2,,"Di iPhone 16, akan lebih baik jika tombol ambil memiliki kunci sidik jari bawaan. Lapisan kristal safir berpadu sempurna dengan membuka kunci ponsel dengan jari ",0,1,0,0,0,0,0,0,0,1,0,0
"Bodi iPhone 16 ini sleek dan ramping, enak dibawa kemana-mana gak ribet.",,"This iPhone 16 body is sleek and slim, good to carry everywhere is not complicated.",2,,"Bodi iPhone 16 ini sleek dan ramping, enak dibawa kemana-mana gak ribet. ",0,2,0,0,0,0,0,0,0,0,0,0
"@9to5mac @mbrkhrdt Generasi iPhone 16 pro ini bukan. Secara harfiah sama dengan 15 pro. Dan bahkan terlihat sama persis. Anda akan kesulitan membedakan kedua model tersebut. Ini sangat sulit tahun ini. Semuanya tampak sama, kecuali tombol kamera aneh yang tidak akan digunakan siapa pun.",,"@9to5mac @mbrkhrdt This generation of iPhone 16 Pro is not.Literally equal to 15 Pro.And even looks exactly the same.You will have difficulty distinguishing the two models.This is very difficult this year.Everything looks the same, except for a strange camera button that anyone will not use.",1,,"@9to5mac @mbrkhrdt Generasi iPhone 16 pro ini bukan. Secara harfiah sama dengan 15 pro. Dan bahkan terlihat sama persis. Anda akan kesulitan membedakan kedua model tersebut. Ini sangat sulit tahun ini. Semuanya tampak sama, kecuali tombol kamera aneh yang tidak akan digunakan siapa pun. ",0,1,0,0,0,0,0,0,0,0,0,0
